url,timeTaken
https://katalon-demo-cura.herokuapp.com/profile.php#top,32.98
https://katalon-demo-cura.herokuapp.com/,32.62
https://katalon-demo-cura.herokuapp.com/profile.php#login,31.13
https://katalon-demo-cura.herokuapp.com/profile.php#,31.03
https://katalon-demo-cura.herokuapp.com/#top,30.86
